1.840000	2.370000	1
5.430000	5.970000	2
12.410000	12.940000	3
20.170000	20.710000	4
28.610000	29.140000	5
36.620000	37.150000	6
42.360000	42.900000	7
47.620000	48.160000	8
55.730000	56.260000	9
62.560000	63.100000	10
67.800000	68.340000	11
77.390000	77.930000	12
83.070000	83.600000	13
90.930000	91.460000	14
96.940000	97.470000	15
100.640000	101.170000	16
109.530000	110.070000	17
114.640000	115.180000	18
120.390000	120.930000	19
124.390000	124.920000	20
129.820000	130.350000	21
135.210000	135.750000	22
140.390000	140.930000	23
145.520000	146.050000	24
147.900000	148.440000	25
154.630000	155.160000	26
158.800000	159.340000	27
161.280000	161.820000	28
166.950000	167.480000	29
174.440000	174.980000	30
183.460000	184.000000	31
191.890000	192.420000	32
198.920000	199.450000	33
207.490000	208.030000	34
215.780000	216.320000	35
221.930000	222.460000	36
225.520000	226.060000	37
232.130000	232.660000	38
237.220000	237.750000	39
244.270000	244.810000	40
250.260000	250.790000	41
257.670000	258.210000	42
265.700000	266.240000	43
274.900000	275.440000	44
278.210000	278.750000	45
280.470000	281.000000	46
287.730000	288.270000	47
295.950000	296.490000	48
302.990000	303.530000	49
310.720000	311.250000	50
317.080000	317.610000	51
322.780000	323.320000	52
331.740000	332.270000	53
339.690000	340.220000	54
346.000000	346.540000	55
353.420000	353.950000	56
358.100000	358.640000	57
365.200000	365.730000	58
370.540000	371.070000	59
375.910000	376.450000	60
384.450000	384.990000	61
391.740000	392.280000	62
396.310000	396.840000	63
399.790000	400.320000	64
404.760000	405.300000	65
408.880000	409.420000	66
413.870000	414.410000	67
420.530000	421.070000	68
427.050000	427.590000	69
436.840000	437.380000	70
442.340000	442.870000	71
447.670000	448.210000	72
452.660000	453.200000	73
460.520000	461.060000	74
464.590000	465.130000	75
473.480000	474.020000	76
478.600000	479.130000	77
484.030000	484.560000	78
491.360000	491.900000	79
495.030000	495.560000	80
502.910000	503.440000	81
509.400000	509.930000	82
518.290000	518.830000	83
525.870000	526.400000	84
532.030000	532.570000	85
540.520000	541.060000	86
545.260000	545.790000	87
554.250000	554.780000	88
560.720000	561.260000	89
567.750000	568.290000	90
573.140000	573.680000	91
578.820000	579.360000	92
584.200000	584.730000	93
590.530000	591.060000	94
600.120000	600.660000	95
607.380000	607.910000	96
614.610000	615.150000	97
620.240000	620.770000	98
624.990000	625.520000	99
630.430000	630.970000	100
638.720000	639.260000	101
646.840000	647.370000	102
655.350000	655.890000	103
662.980000	663.510000	104
668.100000	668.640000	105
676.000000	676.540000	106
681.100000	681.640000	107
685.580000	686.120000	108
693.180000	693.710000	109
700.350000	700.880000	110
707.990000	708.520000	111
716.480000	717.020000	112
725.640000	726.180000	113
732.150000	732.690000	114
737.320000	737.860000	115
743.780000	744.320000	116
748.270000	748.800000	117
755.440000	755.970000	118
764.370000	764.910000	119
769.830000	770.370000	120
778.140000	778.680000	121
781.830000	782.370000	122
790.180000	790.710000	123
799.270000	799.810000	124
808.200000	808.740000	125
812.790000	813.330000	126
816.990000	817.530000	127
822.740000	823.270000	128
827.130000	827.660000	129
835.400000	835.940000	130
842.550000	843.090000	131
847.060000	847.600000	132
854.250000	854.790000	133
863.690000	864.230000	134
871.400000	871.940000	135
881.070000	881.610000	136
886.360000	886.890000	137
889.050000	889.580000	138
893.360000	893.900000	139
898.640000	899.170000	140
905.500000	906.030000	141
912.420000	912.960000	142
919.670000	920.200000	143
926.140000	926.680000	144
931.810000	932.350000	145
941.200000	941.740000	146
944.370000	944.910000	147
949.860000	950.390000	148
957.430000	957.960000	149
962.770000	963.300000	150
972.110000	972.640000	151
981.370000	981.910000	152
987.510000	988.050000	153
991.700000	992.230000	154
994.310000	994.840000	155
998.550000	999.080000	156
1003.970000	1004.500000	157
1011.040000	1011.580000	158
1018.230000	1018.760000	159
1026.560000	1027.100000	160
1032.320000	1032.850000	161
1039.210000	1039.750000	162
1046.170000	1046.710000	163
1054.490000	1055.020000	164
1060.220000	1060.760000	165
1067.250000	1067.790000	166
1076.490000	1077.030000	167
1079.940000	1080.470000	168
1085.720000	1086.260000	169
1091.370000	1091.910000	170
1098.270000	1098.800000	171
1104.440000	1104.980000	172
1108.290000	1108.820000	173
1113.320000	1113.860000	174
1121.680000	1122.210000	175
1127.730000	1128.260000	176
1133.950000	1134.480000	177
1143.380000	1143.920000	178
1146.530000	1147.070000	179
1152.460000	1152.990000	180
1161.070000	1161.610000	181
1167.380000	1167.910000	182
1176.390000	1176.920000	183
1184.720000	1185.260000	184
1193.580000	1194.120000	185
1200.430000	1200.960000	186
1208.560000	1209.100000	187
1212.110000	1212.650000	188
1221.430000	1221.970000	189
1226.600000	1227.140000	190
1230.230000	1230.770000	191
1235.950000	1236.480000	192
1238.280000	1238.810000	193
1245.850000	1246.390000	194
1249.830000	1250.370000	195
1254.370000	1254.910000	196
1261.900000	1262.430000	197
1267.190000	1267.730000	198
1271.370000	1271.900000	199
1278.380000	1278.910000	200
1283.180000	1283.720000	201
1287.240000	1287.780000	202
1291.350000	1291.880000	203
1294.340000	1294.870000	204
1302.110000	1302.640000	205
1306.180000	1306.720000	206
1313.080000	1313.620000	207
1321.390000	1321.930000	208
1328.780000	1329.310000	209
1335.240000	1335.770000	210
1343.310000	1343.850000	211
1351.200000	1351.730000	212
1357.120000	1357.660000	213
1366.440000	1366.970000	214
1372.810000	1373.350000	215
